epoch,train_loss,train_acc,val_loss,val_acc
0,1.1083999414193002,0.5735974,0.9026330312093099,0.7410832
1,0.8010852430996142,0.76567656,0.69008469581604,0.8335535
2,0.6445691140074479,0.82838285,0.5488415559132894,0.8824307
3,0.5435137845967946,0.869967,0.43453171228369075,0.9273448
4,0.4628855811922174,0.8930693,0.39351969584822655,0.92866576
5,0.4047497300725234,0.91221124,0.3460238178571065,0.9313078
6,0.38330554585707816,0.9089109,0.30455179264148075,0.94980186
7,0.34284631547174954,0.9260726,0.28511475771665573,0.9458388
8,0.32631202371496904,0.91353136,0.2578180593748887,0.9511229
9,0.3026332974433899,0.93927395,0.24793380995591482,0.95772785
10,0.27602549116862446,0.9339934,0.22540058319767317,0.9696169
11,0.252389279164766,0.95049506,0.22644616787632307,0.9564069
12,0.2772364846969906,0.9320132,0.19713075645267963,0.96301186
13,0.24647847915950574,0.9485149,0.19895329078038534,0.9550859
14,0.24187842827094228,0.9432343,0.18987232322494188,0.9616909
15,0.2270901541960867,0.93927395,0.17743519941965738,0.9696169
16,0.21794349833538657,0.9485149,0.17366643249988556,0.9696169
17,0.19833715401197735,0.95247525,0.16083617260058722,0.9709379
18,0.2116210219891448,0.93663365,0.15178990426162878,0.9656539
19,0.21925318084265055,0.9339934,0.14144388400018215,0.98150593
20,0.18007651567459107,0.96369636,0.1530589535832405,0.9669749
21,0.1872059144471821,0.94917494,0.1462442179520925,0.97754294
22,0.1856516020078408,0.949835,0.13203051934639612,0.97886395
23,0.1842606933493363,0.9458746,0.13426353534062704,0.9749009
24,0.1824548028017345,0.9511551,0.13029032914588848,0.9749009
25,0.16587325789426502,0.95577556,0.1255298089236021,0.97754294
26,0.16792535028959577,0.95049506,0.11979351565241814,0.97754294
27,0.1660012991020554,0.95445544,0.11788693411896627,0.9762219
28,0.15162509624895296,0.9590759,0.11399074209233125,0.98282695
29,0.15549035887969168,0.95577556,0.10980144174148639,0.98282695
30,0.17396495389310937,0.94785476,0.11998593962440889,0.9801849
31,0.14069792792985314,0.96369636,0.10840138575683038,0.9801849
32,0.16558897667809536,0.94917494,0.1103456321482857,0.98150593
33,0.13763225227594375,0.96831685,0.10426005053644379,0.9749009
34,0.15189022751230943,0.9564356,0.1058259370426337,0.98150593
35,0.14797092589892838,0.95577556,0.09906119853258133,0.98282695
36,0.1315685955317397,0.9617162,0.10061209447061022,0.98811096
37,0.1389688237717277,0.9663366,0.10184064088389277,0.98150593
38,0.13713617740493073,0.9643564,0.0939119765534997,0.98414797
39,0.13798903093526238,0.9669967,0.09626276961838205,0.98414797
40,0.14610125924411574,0.9564356,0.09305652401720484,0.98414797
41,0.1432336928813081,0.95049506,0.09341529104858637,0.97886395
42,0.13171268199619493,0.9617162,0.09105281267936031,0.98414797
43,0.13281067672528718,0.959736,0.08944404187301795,0.98414797
44,0.11431554516679363,0.9689769,0.08802606553460161,0.98414797
45,0.1260331287195808,0.95841587,0.09156837360933423,0.98414797
46,0.13208281186066176,0.95841587,0.08507564120615523,0.985469
47,0.12272301080979799,0.9722772,0.08413461766516168,0.985469
48,0.1361593277046555,0.9551155,0.08715229093407591,0.98414797
49,0.13599950639825117,0.9577558,0.08457198940838377,0.98414797
