epoch,train_loss,train_acc,val_loss,val_acc
0,0.5998471296539433,0.84158415,0.10354712589954336,0.96829593
1,0.1236378086436736,0.96039605,0.04973712470382452,0.985469
2,0.12510556560990058,0.9617162,0.044537974249882005,0.990753
3,0.03686898314381803,0.9881188,0.06631267381211121,0.98414797
4,0.06346248585093571,0.980198,0.0292268474586308,0.990753
5,0.03219829669442812,0.98943895,0.01633624453097582,0.99735796
6,0.040520699861410416,0.98613864,0.11991904571186751,0.9616909
7,0.06986873542007647,0.980198,0.02537612710148096,0.989432
8,0.05194498385413011,0.9821782,0.03751301012622813,0.98678994
9,0.040771750492460436,0.9854785,0.013245164882391691,0.996037
10,0.0024790025285160245,0.99933994,0.005031737188498179,0.998679
11,0.02879635989665985,0.9933993,0.035714877769351006,0.989432
12,0.09411630060793341,0.9742574,0.050763211911544204,0.98678994
13,0.04614104651110737,0.98745877,0.026030096497076254,0.993395
14,0.07966908036093963,0.9722772,0.023087079730127396,0.993395
15,0.026914640084693308,0.99273926,0.0034585316510250172,1.0
16,0.01990220409842502,0.99273926,0.005851875893616428,0.99735796
17,0.0012712656809909324,1.0,0.003525605114797751,0.998679
18,0.011816185948095824,0.99537957,0.003666941760457121,0.998679
19,0.02425103831399036,0.9907591,0.02248154642681281,0.994716
20,0.04960211774236278,0.98481846,0.05967796826735139,0.98811096
21,0.03393208337457557,0.98943895,0.04027589379499356,0.98282695
22,0.013262088090720537,0.99537957,0.021084114909172058,0.994716
23,0.018653615368039986,0.9940594,0.10656427927703287,0.9709379
24,0.08558669394176258,0.9749175,0.1420883530129989,0.9603699
25,0.031335237344089696,0.990099,0.018692759796977043,0.990753
26,0.020523469050194285,0.99537957,0.02608632141103347,0.993395
27,0.012561131785868814,0.99537957,0.01102865586290136,0.996037
28,0.029230078555778354,0.98943895,0.016335367907837888,0.996037
29,0.018020011762794302,0.9940594,0.007071394531521946,0.998679
30,0.0010339131266870313,1.0,0.008072785971004729,0.998679
31,0.005822893214338508,0.9980198,0.006658812922751167,0.998679
32,0.030125509886879866,0.990099,0.012481322977691889,0.99735796
33,0.06800419129982689,0.9821782,0.016972903007020552,0.994716
34,0.0183571745261648,0.9920792,0.0638721735837559,0.97886395
35,0.03879382167207567,0.98745877,0.11824358922118942,0.94451785
36,0.036150938194049034,0.9887789,0.012765526368942423,0.99735796
37,0.03606973736988087,0.990099,0.025785643607378006,0.99735796
38,0.021573251108393858,0.9940594,0.015292450164755186,0.996037
39,0.013134072093587173,0.9960396,0.008966046075026194,0.998679
40,0.013221601906575654,0.9960396,0.017143425531685352,0.99735796
41,0.038205850138757866,0.98481846,0.012590620666742325,0.998679
42,0.022861804773933007,0.99537957,0.007979976556574305,0.99735796
43,0.016928682986058687,0.99537957,0.22326515770206848,0.96301186
44,0.02479967186840153,0.990099,0.023429614833124408,0.993395
45,0.0072418336805544405,0.9980198,0.017073312153418858,0.99735796
46,0.032340348579677276,0.99141914,0.01257985302557548,0.99735796
47,0.00045666040846538777,1.0,0.009123878585038861,0.998679
48,0.018955769372099127,0.9933993,0.041019863449037075,0.996037
49,0.029945636658292068,0.9920792,0.0233932623717313,0.996037
